user_id	original_image	face_id	age	gender	x	y	dx	dy	tilt_ang	fiducial_yaw_angle	fiducial_score
115021413@N07	12058872604_f0092a7380_o.jpg	949	(8, 12)	f	1233	325	274	274	0	0	42
115021413@N07	12059373174_8dc602faef_o.jpg	957	(8, 12)	f	1450	350	1211	1211	-5	0	127
115021413@N07	12059306895_894529a7fc_o.jpg	957	(8, 12)	f	1023	619	491	491	5	0	149
115021413@N07	12059306895_894529a7fc_o.jpg	951	(8, 12)	f	92	302	287	287	5	0	25
115021413@N07	12059491173_ab67a08c1c_o.jpg	955	(8, 12)	f	707	1294	485	484	20	-15	11
115021413@N07	12059491173_ab67a08c1c_o.jpg	949	(8, 12)	f	422	578	389	389	5	0	64
115021413@N07	12059491173_ab67a08c1c_o.jpg	957	(8, 12)	f	2269	1512	376	376	5	0	75
115021413@N07	12059491173_ab67a08c1c_o.jpg	950	(8, 12)	f	1840	1281	376	376	-15	0	82
115021413@N07	12059491173_ab67a08c1c_o.jpg	952	(8, 12)	f	2306	553	363	363	10	0	30
115021413@N07	12059491173_ab67a08c1c_o.jpg	953	(8, 12)	f	2105	490	325	325	0	30	83
115021413@N07	12059491173_ab67a08c1c_o.jpg	948	(8, 12)	f	1843	406	319	319	20	15	83
115021413@N07	12059491173_ab67a08c1c_o.jpg	951	(8, 12)	f	1412	506	318	319	0	-30	34
115021413@N07	12059491173_ab67a08c1c_o.jpg	956	(8, 12)	f	686	532	319	319	0	0	49
115021413@N07	12059479573_62d06fd035_o.jpg	949	(8, 12)	f	564	677	306	306	0	15	30
115021413@N07	12059497133_356c90dcdf_o.jpg	948	(8, 12)	f	2981	388	283	326	15	0	42
115021413@N07	12059554404_f08ee65aab_o.jpg	955	(8, 12)	f	1915	859	415	414	10	0	86
115021413@N07	12059554404_f08ee65aab_o.jpg	951	(8, 12)	f	412	887	383	383	-5	0	68
115021413@N07	12058841584_6c61eae74e_o.jpg	957	(8, 12)	f	580	557	306	306	0	0	49
115021413@N07	12059958356_6cf7552a49_o.jpg	956	(8, 12)	f	419	658	1536	1536	0	30	111
115021413@N07	12059047194_8709daf283_o.jpg	948	(8, 12)	f	2470	1319	408	408	20	0	15
115021413@N07	12059047194_8709daf283_o.jpg	955	(8, 12)	f	530	626	338	338	-5	0	47
115021413@N07	12059047194_8709daf283_o.jpg	956	(8, 12)	f	1593	733	325	325	10	0	40
115021413@N07	12059047194_8709daf283_o.jpg	949	(8, 12)	f	991	854	319	318	-20	0	13
115021413@N07	12059058974_3182f5e11b_o.jpg	951	(8, 12)	f	1023	940	325	325	-10	-15	60
115021413@N07	12059058974_3182f5e11b_o.jpg	950	(8, 12)	f	1184	957	293	294	-5	0	100
115021413@N07	12059058974_3182f5e11b_o.jpg	956	(8, 12)	f	1643	849	293	293	-5	0	42
115021413@N07	12059058974_3182f5e11b_o.jpg	957	(8, 12)	f	2020	1072	287	287	0	0	46
115021413@N07	12059058974_3182f5e11b_o.jpg	953	(8, 12)	f	2216	978	287	287	20	0	104
115021413@N07	12059058974_3182f5e11b_o.jpg	955	(8, 12)	f	1834	968	268	268	10	0	130
115021413@N07	12060009424_36592eee6c_o.jpg	949	(8, 12)	f	1008	1082	574	573	-10	30	6
7464014@N04	10144471483_99976d26b7_o.jpg	961	(25, 32)	f	860	167	946	947	-5	0	57
7464014@N04	10216229255_dcf03be8ae_o.jpg	962	(25, 32)	m	962	1311	427	427	-15	0	76
7464014@N04	10216229255_dcf03be8ae_o.jpg	963	(25, 32)	m	0	927	181	242	-5	0	75
7464014@N04	10092149686_095e85f19c_o.jpg	962	(25, 32)	m	368	61	276	275	-10	0	134
7464014@N04	10091684755_8b68d5c811_o.jpg	964	(60, 100)	m	806	139	204	203	5	15	71
7464014@N04	10142600854_b3c48eb684_o.jpg	961	(25, 32)	f	1353	1122	363	363	-10	30	50
7464014@N04	10218561435_0ede4619a9_o.jpg	964	(60, 100)	m	2443	580	542	542	-20	0	6
7464014@N04	10142330554_ec6de6c3d9_o.jpg	965	(25, 32)	m	2210	683	338	338	0	0	13
7464014@N04	10092200253_3f5b0338ca_o.jpg	962	(25, 32)	m	331	49	352	352	-10	0	82
7464014@N04	10108682774_7cfec7ccf8_o.jpg	962	(25, 32)	m	386	25	272	271	-5	0	82
7464014@N04	10144125325_30278b4646_o.jpg	962	(25, 32)	m	1252	605	1084	1084	0	-15	96
7464014@N04	10108029256_226bc79c03_o.jpg	961	(25, 32)	f	454	0	1982	1805	-5	0	72
7464014@N04	10091579823_56a5fe9127_o.jpg	965	(25, 32)	m	1759	694	339	339	0	0	8
7464014@N04	10142302556_3eb352f71c_o.jpg	965	(25, 32)	m	2726	889	421	421	10	15	15
7464014@N04	10144190566_46e67bc434_o.jpg	961	(25, 32)	f	479	669	1492	1492	5	45	17
7464014@N04	10218597466_a5473f723d_o.jpg	964	(60, 100)	m	0	500	506	516	0	-15	30
7464014@N04	10218597466_a5473f723d_o.jpg	966	(48, 53)	f	908	513	453	452	0	0	100
7464014@N04	10218597466_a5473f723d_o.jpg	963	(25, 32)	m	1588	447	332	332	5	0	44
7464014@N04	10218597466_a5473f723d_o.jpg	967	None	f	1517	121	242	242	15	45	75
7464014@N04	10209787953_9b20b0c3b6_o.jpg	965	(25, 32)	m	2808	910	433	433	10	15	29
7464014@N04	10209787953_9b20b0c3b6_o.jpg	964	(60, 100)	m	2333	1163	293	293	5	0	23
7464014@N04	10273194995_dac6c1df5f_o.jpg	961	(25, 32)	f	1319	675	1333	1333	-10	0	173
7464014@N04	10091686195_7804175f38_o.jpg	964	(60, 100)	m	767	150	212	212	0	0	76
7464014@N04	10108040705_5fe4997ab0_o.jpg	964	(60, 100)	m	0	482	513	517	0	-15	75
7464014@N04	10108040705_5fe4997ab0_o.jpg	963	(25, 32)	m	1555	404	383	383	0	0	32
7464014@N04	10144428096_2d30090fa1_o.jpg	961	(25, 32)	f	938	658	893	892	-10	0	56
7464014@N04	10108079053_30921dec77_o.jpg	965	(25, 32)	m	933	0	1515	1585	75	-30	61
7464014@N04	10091690855_a942a2cd31_o.jpg	961	(25, 32)	f	778	232	236	236	5	30	7
7464014@N04	10091690855_a942a2cd31_o.jpg	962	(25, 32)	m	640	225	200	200	0	0	30
7464014@N04	10092073184_27b66d06f6_o.jpg	961	(25, 32)	f	343	318	116	116	5	0	170
7464014@N04	10218537325_53e6ca0b7c_o.jpg	961	(25, 32)	f	0	0	2011	1604	0	45	22
7464014@N04	10104952605_83853eafb7_o.jpg	961	(25, 32)	f	146	0	584	538	-5	0	88
7464014@N04	10091503603_0e9135ef3e_o.jpg	962	(25, 32)	m	1141	843	274	274	5	0	117
7464014@N04	10104935565_7248881a4f_o.jpg	962	(25, 32)	m	444	457	124	124	0	30	139
7464014@N04	10275311945_06701f6867_o.jpg	962	(25, 32)	m	1035	608	389	389	0	-45	38
7464014@N04	10142500296_654cde562c_o.jpg	965	(25, 32)	m	2177	693	331	331	-5	0	9
7464014@N04	10104957986_01738720a6_o.jpg	962	(25, 32)	m	0	37	353	384	-15	0	18
7464014@N04	10104957986_01738720a6_o.jpg	961	(25, 32)	f	532	516	192	192	-20	-45	35
7464014@N04	10109124336_f669311173_o.jpg	962	(25, 32)	m	45	207	116	116	-5	15	9
7464014@N04	10218481264_88ff04c546_o.jpg	964	(60, 100)	m	839	691	714	714	-10	0	44
7464014@N04	10238347565_51ae3d228e_o.jpg	962	(25, 32)	m	1228	82	867	867	0	0	90
7464014@N04	10091770313_6032d0765a_o.jpg	964	(60, 100)	m	258	200	244	244	-5	0	55
7464014@N04	10142289856_26d86c117c_o.jpg	962	(25, 32)	m	1329	1558	261	262	0	0	170
7464014@N04	10108068436_9cfaf40c37_o.jpg	962	(25, 32)	m	2032	712	643	644	5	15	11
7464014@N04	10105028694_c26960bdb5_o.jpg	964	(60, 100)	m	0	151	163	171	0	0	25
7464014@N04	10105028694_c26960bdb5_o.jpg	966	(48, 53)	f	289	163	136	135	0	0	86
7464014@N04	10142848596_44296dea97_o.jpg	964	(60, 100)	m	2573	439	651	651	5	30	61
7464014@N04	10142245265_fe9ab8879b_o.jpg	961	(25, 32)	f	463	233	497	620	20	0	24
7464014@N04	10105045945_8354cfe1e1_o.jpg	964	(60, 100)	m	770	185	168	168	0	0	57
7464014@N04	10285296525_1dbd50779f_o.jpg	962	(25, 32)	m	0	168	1077	1314	-20	0	28
7464014@N04	10142307013_d5530187a5_o.jpg	964	(60, 100)	m	930	65	765	765	20	0	75
7464014@N04	10299058195_eb7b9f5dbf_o.jpg	962	(25, 32)	m	945	1482	242	242	-10	0	26
7464014@N04	10216149234_733669de1c_o.jpg	965	(25, 32)	m	2210	683	338	338	0	0	13
7464014@N04	10104769193_809a05e948_o.jpg	962	(25, 32)	m	301	412	132	132	-25	30	48
7464014@N04	10105001914_30ac593bc2_o.jpg	966	(48, 53)	f	330	189	216	216	20	0	17
7464014@N04	10142128994_0ae1be78df_o.jpg	964	(60, 100)	m	1981	862	286	287	10	0	47
7464014@N04	10109053875_b5a281a25a_o.jpg	961	(25, 32)	f	445	245	96	96	0	30	59
7464014@N04	10182612473_7dc3b0f965_o.jpg	961	(25, 32)	f	0	422	1514	1523	-5	0	150
7464014@N04	10107705595_ecf4ee1179_o.jpg	962	(25, 32)	m	1125	984	274	275	10	0	96
7464014@N04	10091725896_80ab2c3981_o.jpg	964	(60, 100)	m	0	151	163	171	0	0	25
7464014@N04	10091725896_80ab2c3981_o.jpg	966	(48, 53)	f	289	163	136	135	0	0	86
7464014@N04	10142837253_f867efb052_o.jpg	962	(25, 32)	m	1630	1463	242	242	-5	-15	127
7464014@N04	10143979474_701433682e_o.jpg	961	(25, 32)	f	1340	672	1332	1332	-5	30	169
7464014@N04	10105127353_846bfa7dce_o.jpg	964	(60, 100)	m	243	180	240	240	-10	15	50
7464014@N04	10142861893_26683ac2da_o.jpg	961	(25, 32)	f	0	0	2011	1604	0	45	22
7464014@N04	10091466114_540cdff28d_o.jpg	965	(25, 32)	m	2180	670	344	345	0	0	18
7464014@N04	10299069946_94417ea79c_o.jpg	961	(25, 32)	f	803	2397	376	376	0	30	95
7464014@N04	10091612014_a89b476582_o.jpg	962	(25, 32)	m	444	457	124	124	0	30	139
7464014@N04	10273301313_29e3edcd3a_o.jpg	961	(25, 32)	f	1168	1040	369	370	-10	0	66
7464014@N04	10108026976_2c333e4f4c_o.jpg	961	(25, 32)	f	412	0	1977	1761	5	0	67
7464014@N04	10091693165_34bdbd37a3_o.jpg	964	(60, 100)	m	243	180	240	240	-10	15	50
7464014@N04	10108952306_98fcc187fd_o.jpg	961	(25, 32)	f	363	324	120	120	-10	30	64
7464014@N04	10109106134_3188e38d83_o.jpg	961	(25, 32)	f	291	202	288	288	-10	0	57
7464014@N04	10209792063_f475e1a459_o.jpg	964	(60, 100)	m	2177	921	274	274	5	0	55
7464014@N04	10209677455_d690ef8f4c_o.jpg	964	(60, 100)	m	2157	929	281	280	0	15	52
7464014@N04	10142856683_97f5330a35_o.jpg	961	(25, 32)	f	454	0	1982	1805	-5	0	72
7464014@N04	10108737455_87948c4e88_o.jpg	962	(25, 32)	m	331	49	352	352	-10	0	82
7464014@N04	10105700494_8461868982_o.jpg	962	(25, 32)	m	1228	82	867	867	0	0	90
7464014@N04	10298986674_24e7436514_o.jpg	961	(25, 32)	f	1039	1536	389	389	-5	0	92
7464014@N04	10142550013_24e1c7b48b_o.jpg	965	(25, 32)	m	2180	670	344	345	0	0	18
7464014@N04	10091605874_72e4962cda_o.jpg	961	(25, 32)	f	1353	1122	363	363	-10	30	50
7464014@N04	10105039885_27d37de7b4_o.jpg	964	(60, 100)	m	782	141	216	216	-20	30	19
7464014@N04	10107789015_ae9bb1a766_o.jpg	965	(25, 32)	m	2180	670	344	345	0	0	18
7464014@N04	10104473554_174b7b9378_o.jpg	964	(60, 100)	m	299	25	224	224	20	0	83
7464014@N04	10108721495_c0bbb207a5_o.jpg	961	(25, 32)	f	343	318	116	116	5	0	170
7464014@N04	10273332893_6993e70a2f_o.jpg	962	(25, 32)	m	800	554	1230	1231	-5	0	85
7464014@N04	10104602256_5dcd51a162_o.jpg	961	(25, 32)	f	372	192	396	500	-10	30	100
7464014@N04	10091478823_4f8e38008a_o.jpg	964	(60, 100)	m	2157	929	281	280	0	15	52
7464014@N04	10339748054_161be0dfa4_o.jpg	968	(25, 32)	m	623	521	471	471	5	0	41
7464014@N04	10339748054_161be0dfa4_o.jpg	965	(25, 32)	m	1141	647	414	414	10	0	60
7464014@N04	10109179533_2282f34465_o.jpg	961	(25, 32)	f	218	290	412	412	-10	15	68
7464014@N04	10209593154_31dce1ea3c_o.jpg	965	(25, 32)	m	1869	925	311	310	20	0	11
7464014@N04	10107764073_37ecc28eb6_o.jpg	965	(25, 32)	m	2267	913	319	318	10	15	24
7464014@N04	10091632196_4b9e6ff10c_o.jpg	963	(25, 32)	m	975	661	835	835	20	0	52
7464014@N04	10143989984_04baeed435_o.jpg	961	(25, 32)	f	1168	1040	369	370	-10	0	66
7464014@N04	10142305676_9e795cb320_o.jpg	964	(60, 100)	m	2177	921	274	274	5	0	55
7464014@N04	10108943515_35117a60bd_o.jpg	961	(25, 32)	f	148	217	452	452	0	45	46
7464014@N04	10092084504_fb14b6f23b_o.jpg	962	(25, 32)	m	386	44	248	248	-5	0	103
7464014@N04	10142786495_598e3d07b5_o.jpg	964	(60, 100)	m	777	580	772	771	-10	0	52
7464014@N04	10091387955_79f44af0c0_o.jpg	962	(25, 32)	m	1329	1558	261	262	0	0	170
7464014@N04	10091481793_c0da50cdbf_o.jpg	965	(25, 32)	m	2267	913	319	318	10	15	24
7464014@N04	10217086954_1eed96d9d8_o.jpg	962	(25, 32)	m	1630	1463	242	242	-5	-15	127
7464014@N04	10105025883_9d8cb5c7da_o.jpg	965	(25, 32)	m	293	0	475	496	75	-45	59
7464014@N04	10218559946_726ced5e4d_o.jpg	965	(25, 32)	m	933	0	1515	1585	75	-30	61
7464014@N04	10217084054_667e3a5758_o.jpg	962	(25, 32)	m	1306	1512	427	427	0	0	196
7464014@N04	10142319706_4891229c00_o.jpg	965	(25, 32)	m	1869	925	311	310	20	0	11
7464014@N04	10107897224_8cd839294a_o.jpg	961	(25, 32)	f	1695	1644	612	612	-20	-15	34
7464014@N04	10105737835_af3498eaee_o.jpg	962	(25, 32)	m	1104	457	797	797	-5	0	121
7464014@N04	10108047363_1ae6437498_o.jpg	961	(25, 32)	f	425	352	112	112	0	30	53
7464014@N04	10108117533_44e2fc1484_o.jpg	964	(60, 100)	m	839	691	714	714	-10	0	44
7464014@N04	10285406803_e55c416a75_o.jpg	965	(25, 32)	m	2105	189	1159	1384	-5	15	60
7464014@N04	10107688486_ca45aab7bc_o.jpg	964	(60, 100)	m	930	65	765	765	20	0	75
7464014@N04	10209684865_54804e3ff5_o.jpg	961	(25, 32)	f	463	233	497	620	20	0	24
7464014@N04	10217085694_4cd7dca9cd_o.jpg	962	(25, 32)	m	1424	1466	383	382	0	0	196
7464014@N04	10238350165_419f48962f_o.jpg	962	(25, 32)	m	825	148	794	793	-10	0	81
7464014@N04	10284617803_4eb9d89101_o.jpg	962	(25, 32)	m	457	0	1836	1606	-25	30	138
7464014@N04	10107708456_f285a6b3b8_o.jpg	965	(25, 32)	m	2828	1016	338	338	0	45	8
7464014@N04	10107708456_f285a6b3b8_o.jpg	964	(60, 100)	m	2309	1122	255	255	5	30	30
7464014@N04	10107970015_f964fe5002_o.jpg	962	(25, 32)	m	1306	1512	427	427	0	0	196
7464014@N04	10285292646_cb8c0ec5f6_o.jpg	962	(25, 32)	m	1048	325	1020	1020	0	-15	150
7464014@N04	10238346085_ca44ab4df2_o.jpg	962	(25, 32)	m	1220	245	784	784	-5	0	135
7464014@N04	10285297875_b7bc4610b5_o.jpg	965	(25, 32)	m	1947	33	1317	1657	-5	0	64
7464014@N04	10218454404_1da04ec24e_o.jpg	961	(25, 32)	f	423	0	2015	1678	-10	30	78
7464014@N04	10108736485_97da329973_o.jpg	962	(25, 32)	m	386	44	248	248	-5	0	103
7464014@N04	10091738493_afb36ab3f0_o.jpg	961	(25, 32)	f	454	0	1982	1805	-5	0	72
7464014@N04	10108033845_41f09ed076_o.jpg	964	(60, 100)	m	777	580	772	771	-10	0	52
7464014@N04	10107673035_635588e0b4_o.jpg	964	(60, 100)	m	2177	921	274	274	5	0	55
7464014@N04	10091696506_52455448c4_o.jpg	961	(25, 32)	f	423	0	2015	1678	-10	30	78
7464014@N04	10107677075_a627ac8821_o.jpg	964	(60, 100)	m	1981	862	286	287	10	0	47
7464014@N04	10182609993_e36e3638e8_o.jpg	961	(25, 32)	f	368	576	1593	1594	0	0	11
7464014@N04	10092083324_b03994aefe_o.jpg	962	(25, 32)	m	386	25	272	271	-5	0	82
7464014@N04	10143752114_b1f728987c_o.jpg	962	(25, 32)	m	1238	140	797	797	-10	0	97
7464014@N04	10299239125_57212f1db7_o.jpg	961	(25, 32)	f	768	854	828	829	-5	0	91
7464014@N04	10142904653_2205ce8d77_o.jpg	964	(60, 100)	m	839	691	714	714	-10	0	44
7464014@N04	10105786696_e4ca4b3269_o.jpg	962	(25, 32)	m	1238	140	797	797	-10	0	97
7464014@N04	10091399505_ba67934f0d_o.jpg	964	(60, 100)	m	1981	862	286	287	10	0	47
7464014@N04	10108105833_808ebae614_o.jpg	964	(60, 100)	m	2486	510	618	618	0	0	68
7464014@N04	10142427995_3b4abc3383_o.jpg	965	(25, 32)	m	1759	694	339	339	0	0	8
7464014@N04	10091472333_1e7a7bd2b0_o.jpg	965	(25, 32)	m	2828	1016	338	338	0	45	8
7464014@N04	10091472333_1e7a7bd2b0_o.jpg	964	(60, 100)	m	2309	1122	255	255	5	30	30
7464014@N04	10107725226_d6b26c1fe8_o.jpg	961	(25, 32)	f	463	233	497	620	20	0	24
7464014@N04	10209580974_c276290541_o.jpg	965	(25, 32)	m	2828	1016	338	338	0	45	8
7464014@N04	10209580974_c276290541_o.jpg	964	(60, 100)	m	2309	1122	255	255	5	30	30
7464014@N04	10142282315_d89e67b9df_o.jpg	962	(25, 32)	m	1141	843	274	274	5	0	117
7464014@N04	10142734405_3a9f6d5a7e_o.jpg	961	(25, 32)	f	412	0	1977	1761	5	0	67
7464014@N04	10218584746_3272e96e13_o.jpg	964	(60, 100)	m	2486	510	618	618	0	0	68
7464014@N04	10218592166_9bfc2a9f5e_o.jpg	964	(60, 100)	m	777	580	772	771	-10	0	52
7464014@N04	10091477553_9b4113db19_o.jpg	964	(60, 100)	m	2177	921	274	274	5	0	55
7464014@N04	10107766173_79b753b103_o.jpg	965	(25, 32)	m	1869	925	311	310	20	0	11
7464014@N04	10108035436_0fd57ebf93_o.jpg	961	(25, 32)	f	423	0	2015	1678	-10	30	78
7464014@N04	10142893353_88f8633501_o.jpg	964	(60, 100)	m	2486	510	618	618	0	0	68
7464014@N04	10142338823_1eb9163e95_o.jpg	965	(25, 32)	m	2808	910	433	433	10	15	29
7464014@N04	10107948894_0b72525c04_o.jpg	961	(25, 32)	f	0	0	2011	1604	0	45	22
7464014@N04	10091498655_2f7949ba22_o.jpg	965	(25, 32)	m	2177	693	331	331	-5	0	9
7464014@N04	10105110706_39df568ae0_o.jpg	964	(60, 100)	m	0	148	163	167	0	-45	72
7464014@N04	10142277755_0b5b6bee72_o.jpg	962	(25, 32)	m	1125	984	274	275	10	0	96
7464014@N04	10091646405_f39ebedb52_o.jpg	962	(25, 32)	m	417	482	120	120	0	0	128
7464014@N04	10105023923_9aa1072b94_o.jpg	961	(25, 32)	f	144	0	608	559	0	0	75
7464014@N04	10217280153_7bc99614f6_o.jpg	961	(25, 32)	f	1353	1122	363	363	-10	30	50
7464014@N04	10210566006_bc18dcd98d_o.jpg	962	(25, 32)	m	1141	843	274	274	5	0	117
7464014@N04	10273175236_f87a7bd745_o.jpg	961	(25, 32)	f	1340	672	1332	1332	-5	30	169
7464014@N04	10217179246_88e1f941cf_o.jpg	961	(25, 32)	f	1695	1644	612	612	-20	-15	34
7464014@N04	10144183624_138a33f20e_o.jpg	961	(25, 32)	f	693	924	1319	1320	-5	0	84
7464014@N04	10142794675_c2b79aa49d_o.jpg	964	(60, 100)	m	0	482	513	517	0	-15	75
7464014@N04	10142794675_c2b79aa49d_o.jpg	966	(48, 53)	f	889	532	408	408	0	0	117
7464014@N04	10142794675_c2b79aa49d_o.jpg	963	(25, 32)	m	1555	404	383	383	0	0	32
7464014@N04	10275962815_22e542f08b_o.jpg	961	(25, 32)	f	1421	782	306	306	-5	0	170
7464014@N04	10142226705_b5986fbdf4_o.jpg	964	(60, 100)	m	2157	929	281	280	0	15	52
7464014@N04	10109197516_f4206087d3_o.jpg	961	(25, 32)	f	376	77	408	408	-5	0	47
7464014@N04	10108043135_0998f08a46_o.jpg	964	(60, 100)	m	0	500	506	516	0	-15	30
7464014@N04	10108043135_0998f08a46_o.jpg	966	(48, 53)	f	908	513	453	452	0	0	100
7464014@N04	10108043135_0998f08a46_o.jpg	963	(25, 32)	m	1588	447	332	332	5	0	44
7464014@N04	10108043135_0998f08a46_o.jpg	967	None	f	1517	121	242	242	15	45	75
7464014@N04	10144111975_5357fa00d7_o.jpg	961	(25, 32)	f	561	755	1294	1294	-5	45	54
7464014@N04	10108940625_0110f5647d_o.jpg	962	(25, 32)	m	245	154	412	412	-5	0	92
7464014@N04	10284391414_e18510ca3c_o.jpg	962	(25, 32)	m	645	0	1530	1467	-25	30	127
7464014@N04	10091501913_4dd0c6d664_o.jpg	962	(25, 32)	m	1125	984	274	275	10	0	96
7464014@N04	10142640054_c15f48d494_o.jpg	961	(25, 32)	f	423	0	2015	1678	-10	30	78
7464014@N04	10144012974_4dd7883568_o.jpg	962	(25, 32)	m	800	554	1230	1231	-5	0	85
7464014@N04	10142113914_f0e84e784e_o.jpg	965	(25, 32)	m	2828	1016	338	338	0	45	8
7464014@N04	10142113914_f0e84e784e_o.jpg	964	(60, 100)	m	2309	1122	255	255	5	30	30
7464014@N04	10091485993_8ce51d87bf_o.jpg	961	(25, 32)	f	463	233	497	620	20	0	24
7464014@N04	10107870393_b8e9c3d6cc_o.jpg	965	(25, 32)	m	2177	693	331	331	-5	0	9
7464014@N04	10091629745_5dabb60663_o.jpg	961	(25, 32)	f	1695	1644	612	612	-20	-15	34
7464014@N04	10108731485_71b051aab4_o.jpg	962	(25, 32)	m	345	140	256	256	-10	0	103
7464014@N04	10143843885_ced480e3fa_o.jpg	962	(25, 32)	m	1104	457	797	797	-5	0	121
7464014@N04	10238239464_bcf174011f_o.jpg	962	(25, 32)	m	1104	457	797	797	-5	0	121
7464014@N04	10273243035_4f0cf799b2_o.jpg	961	(25, 32)	f	479	669	1492	1492	5	45	17
7464014@N04	10218595686_47c501311c_o.jpg	964	(60, 100)	m	0	482	513	517	0	-15	75
7464014@N04	10218595686_47c501311c_o.jpg	966	(48, 53)	f	889	532	408	408	0	0	117
7464014@N04	10218595686_47c501311c_o.jpg	963	(25, 32)	m	1555	404	383	383	0	0	32
7464014@N04	10105002963_310550a95f_o.jpg	962	(25, 32)	m	417	482	120	120	0	0	128
7464014@N04	10109081873_8060c8b0a5_o.jpg	961	(25, 32)	f	505	575	168	168	5	30	105
7464014@N04	10091367484_e02259514e_o.jpg	965	(25, 32)	m	1869	925	311	310	20	0	11
7464014@N04	10091687115_147e5bce86_o.jpg	964	(60, 100)	m	770	185	168	168	0	0	57
7464014@N04	10108012876_0d588b84a7_o.jpg	962	(25, 32)	m	1630	1463	242	242	-5	-15	127
7464014@N04	10275290275_6bef3e9c13_o.jpg	962	(25, 32)	m	1252	605	1084	1084	0	-15	96
7464014@N04	10091759063_944724f57f_o.jpg	966	(48, 53)	f	330	189	216	216	20	0	17
7464014@N04	10105115243_e9891d31b3_o.jpg	964	(60, 100)	m	767	150	212	212	0	0	76
7464014@N04	10143749224_313980877f_o.jpg	962	(25, 32)	m	1220	245	784	784	-5	0	135
7464014@N04	10107792043_35996e8024_o.jpg	962	(25, 32)	m	1141	843	274	274	5	0	117
7464014@N04	10104927105_4e71009361_o.jpg	961	(25, 32)	f	425	352	112	112	0	30	53
7464014@N04	10142842766_6a7b3134a6_o.jpg	966	(48, 53)	f	1048	599	708	707	5	0	10
7464014@N04	10142817616_55dc55e45b_o.jpg	965	(25, 32)	m	933	0	1515	1585	75	-30	61
7464014@N04	10108052396_e7b63d29e6_o.jpg	966	(48, 53)	f	1048	599	708	707	5	0	10
7464014@N04	10108907925_a32faf73ca_o.jpg	961	(25, 32)	f	423	213	408	409	-5	0	168
7464014@N04	10105810133_26ef035bae_o.jpg	962	(25, 32)	m	1220	245	784	784	-5	0	135
7464014@N04	10218580936_f3ac1cdb34_o.jpg	964	(60, 100)	m	2505	462	682	682	-10	30	59
7464014@N04	10091697055_c90007f0d3_o.jpg	964	(60, 100)	m	0	148	163	167	0	-45	72
7464014@N04	10107710156_9cb48097c5_o.jpg	965	(25, 32)	m	2808	910	433	433	10	15	29
7464014@N04	10107710156_9cb48097c5_o.jpg	964	(60, 100)	m	2333	1163	293	293	5	0	23
7464014@N04	10216147754_1b27c164d7_o.jpg	965	(25, 32)	m	2180	670	344	345	0	0	18
7464014@N04	10339458026_cd990bc451_o.jpg	961	(25, 32)	f	0	22	1063	1262	5	-45	22
7464014@N04	10339458026_cd990bc451_o.jpg	962	(25, 32)	m	2438	0	826	808	5	0	94
7464014@N04	10283974515_15fcf3579f_o.jpg	961	(25, 32)	f	0	419	1517	1530	0	0	155
7464014@N04	10144155676_2d521bf5b3_o.jpg	961	(25, 32)	f	1319	675	1333	1333	-10	0	173
7464014@N04	10142234015_d474f81ea6_o.jpg	965	(25, 32)	m	2267	913	319	318	10	15	24
7464014@N04	10284085363_937242b950_o.jpg	962	(25, 32)	m	2247	66	1017	1027	-10	15	54
7464014@N04	10092148656_18a377baba_o.jpg	962	(25, 32)	m	345	140	256	256	-10	0	103
7464014@N04	10339909083_7926725a8a_o.jpg	968	(25, 32)	m	691	562	485	485	0	-15	30
7464014@N04	10339909083_7926725a8a_o.jpg	965	(25, 32)	m	1208	704	357	357	5	0	57
7464014@N04	10091521146_35203f1604_o.jpg	962	(25, 32)	m	962	1311	427	427	-15	0	76
7464014@N04	10091521146_35203f1604_o.jpg	963	(25, 32)	m	0	927	181	242	-5	0	75
7464014@N04	10091376085_08bfe1e704_o.jpg	964	(60, 100)	m	930	65	765	765	20	0	75
7464014@N04	10108944935_50eff9fd5f_o.jpg	961	(25, 32)	f	150	210	468	468	5	45	24
7464014@N04	10282431036_0d6a86f9bc_o.jpg	961	(25, 32)	f	860	167	946	947	-5	0	55
7464014@N04	10282334724_587f97ab4c_o.jpg	961	(25, 32)	f	937	647	905	905	-10	0	53
7464014@N04	10091624224_cc0968657d_o.jpg	961	(25, 32)	f	412	0	1977	1761	5	0	67
7464014@N04	10209561064_d015694d2e_o.jpg	964	(60, 100)	m	930	65	765	765	20	0	75
7464014@N04	10091667685_022ff1e147_o.jpg	961	(25, 32)	f	0	0	2011	1604	0	45	22
7464014@N04	10142642905_09ddf9c7fe_o.jpg	963	(25, 32)	m	975	661	835	835	20	0	52
7464014@N04	10143929446_6df3b72b5f_o.jpg	962	(25, 32)	m	825	148	794	793	-10	0	81
7464014@N04	10105113743_3f0fc379d2_o.jpg	964	(60, 100)	m	806	139	204	203	5	15	71
7464014@N04	10218534135_6c73e2982d_o.jpg	961	(25, 32)	f	454	0	1982	1805	-5	0	72
7464014@N04	10142671954_19c3301859_o.jpg	964	(60, 100)	m	2443	580	542	542	-20	0	6
7464014@N04	10217153336_8142b7d29e_o.jpg	963	(25, 32)	m	975	661	835	835	20	0	52
7464014@N04	10108108933_f7a5ac1403_o.jpg	964	(60, 100)	m	2443	580	542	542	-20	0	6
